19.85,-90.49
48.58,-2
41.01,29.02
43.71,3.87
-17.39,-66.06
-33.03,-68.91
41.92,123.41
43.92,12.9
46.83,-0.86
41.14,-81.33
47.55,7.59
59.88,30.4
47.4,-2.09
45.75,4.89
49.02,-0.03
44.16,0.61
57.57,-2.89
50,12.1
52.09,-4.66
43.12,5.95
36.07,120.32
59.27,18.14
49.27,6.59
24.36,109.4
30.32,-97.74
-16.72,-43.86
37.98,23.75
55.77,11.43
47.66,9.17
33.38,-111.7
-0.2,-78.43
40.66,22.91
25.6,85.22
3.16,101.59
12.34,76.59
52.27,8.61
47.33,4.79
47.45,0.87
-0.73,34.05
61.47,23.83
-34.59,-60.94
39.28,16.28
38.35,-81.64
54.97,-2.14
33.94,-6.91
42.89,-85.62
44.47,26.07
41.23,16.51
46.66,-114.08
13.05,80.27
29.48,-95.23
14.59,121.02
9.95,-84.04
26.64,93.61
22.5,88.38
60.72,22.59
-39.84,-73.23
37.41,46.26
28.14,113.04
-6.14,106.75
46.51,-84.29
46.51,11.35
28.71,-106.15
50.96,13.42
37.57,15.05
40.01,18.36
43.13,-77.63
32.99,35.7
13.03,77.61
39.48,72.91
51.16,71.5
37.08,-111.67
44.2,-87.72
43.19,-87.92
23.32,86.36
36.29,-95.32
39.63,-78.76
-34.72,-56.2
49.03,1.19
41.8,-79.1
-36.8,144.25
-7.27,112.77
39.65,-79.95
5.95,10.15
43.93,2.15
50.94,2.04
-26.06,27.98
2.42,103.85
31.2,-94.48
43.85,-104.21
9.78,38.74
16.75,-93.14
53.61,-113.53
35.98,-78.83
38.8,-92.45
37.59,-93.26
36.36,-94.05
35.04,-94.65
33.95,-95.75
37.25,-80.01
45.65,0.24
6.27,-75.55
60.61,15.63
56.28,44.04
50.55,136.99
34.74,32.89
55.53,28.66
56.84,60.57
64.56,39.81
58.05,56.1
45.02,41.96
33.14,-87.46
-8.7,116.78
49.8,24.01
33.45,-110.27
49.61,-123.22
52.89,104.99
25.73,-100.34
62.98,27.7
40.84,-75.72
-77.85,166.67
39.29,9.27
35.32,-83.08
60.29,5.23
38.81,-123.01
29.86,31.32
44.06,10.04
48.78,9.89
50.08,19.9
35.04,37.49
49.92,20.95
31.55,74.3
56.47,84.97
50.29,18.78
43.58,-83.89
33.87,109.95
-36.04,146.94
53.24,34.35
56.75,37.19
24.52,54.43
50.37,7.66
54.1,10.83
60.62,17.43
51.05,12.31
-9.78,-36.11
47.88,13.02
45.97,39.18
-38.94,-68
20.73,-156.45
11.03,76.9
-15.83,-67.56
46.59,3.31
32.83,3.77
42.22,-84.47
40.62,-77.58
44.02,-97.12
29.89,-81.32
50.84,-101.69
46.82,-92.04
-33.32,26.5
30.62,-96.34
51.5,31.3
-33.97,25.45
14.88,102.02
53.28,-9.06
